33	9	23	1	0	limit
33	9	24	1942	0	the
33	9	25	136	0	highest
33	9	26	5	0	prices
33	9	27	1	0	in
33	9	28	255	0	the
33	9	29	0	0	world
33	10	0	840	0	UNK
33	10	1	85	0	So
33	10	2	2495	0	when
33	10	3	2955	0	Wong
33	10	4	2393	0	Kwan
33	10	5	2510	0	spent
33	10	6	8	0	seventy
33	10	7	416	0	million
33	10	8	10	0	dollars
33	10	9	50	0	for
33	10	10	3414	0	this
33	10	11	0	0	house
33	10	12	45	0	UNK
33	10	13	1802	0	he
33	10	14	16	0	thought
33	10	15	27	0	it
33	10	16	4	0	was
33	10	17	1352	0	a
33	10	18	683	0	great
33	10	19	0	0	deal
33	11	0	146	0	UNK
33	11	1	570	0	He
33	11	2	1	0	sold
33	11	3	1738	0	the
33	11	4	3	0	property
33	11	5	256	0	to
33	11	6	1068	0	five
33	11	7	6	0	buyers
33	11	8	9	0	and
33	11	9	45	0	said
33	11	10	1991	0	he
33	11	11	2330	0	'd
33	11	12	60	0	double
33	11	13	266	0	his
33	11	14	0	0	money
33	12	0	37	0	UNK
33	12	1	925	0	In
33	12	2	953	0	Hong
33	12	3	0	0	Kong
33	12	4	13	0	UNK
33	12	5	2262	0	is
33	12	6	7122	0	always
33	12	7	3	0	belongs
33	12	8	1	0	to
33	12	9	3589	0	the
33	12	10	7	0	seller
33	12	11	52	0	's
33	12	12	0	0	market
33	13	0	1014	1	UNK
33	13	1	22	0	Now
33	13	2	59	0	with
33	13	3	502	0	new
33	13	4	185	0	construction
33	13	5	738	0	under
33	13	6	0	0	way
33	13	7	130	0	UNK
33	13	8	2	0	three
33	13	9	60	0	of
33	13	10	1068	0	his
33	13	11	32	0	buyers
33	13	12	2521	0	have
33	13	13	113	0	backed
33	13	14	0	0	out
33	14	0	196	0	UNK
33	14	1	2495	0	And
33	14	2	2955	0	Wong
33	14	3	23	0	Kwan
33	14	4	28	0	will
33	14	5	5521	0	be
33	14	6	3	0	lucky
33	14	7	962	0	to
33	14	8	270	0	break
33	14	9	0	0	even
33	15	0	1520	0	UNK
33	15	1	1162	0	All
33	15	2	925	0	across
33	15	3	953	0	Hong
33	15	4	0	0	Kong
33	15	5	1	0	UNK
33	15	6	1738	0	the
33	15	7	52	0	property
33	15	8	25	0	market
33	15	9	5957	0	has
33	15	10	0	0	crashed
33	16	0	3611	0	UNK
33	16	1	3624	0	Pamela
33	16	2	522	0	Pak
33	16	3	514	0	owns
33	16	4	4187	0	eight
33	16	5	395	0	condominiums
33	16	6	0	0	here
33	17	0	3624	0	UNK
33	17	1	3754	0	Pak
33	17	2	43	0	ca
33	17	3	38	0	n
33	17	4	1860	0	't
33	17	5	1068	0	find
33	17	6	0	0	buyers
33	18	0	575	0	UNK
33	18	1	774	0	She
33	18	2	468	0	estimates
33	18	3	1165	0	her
33	18	4	0	0	properties
33	18	5	959	0	UNK
33	18	6	4	0	worth
33	18	7	411	0	a
33	18	8	2189	0	hundred
33	18	9	8	0	thirty
33	18	10	416	0	million
33	18	11	5	0	dollars
33	18	12	1858	1	in
33	18	13	0	0	October
33	18	14	30	0	UNK
33	18	15	959	0	are
33	18	16	163	0	worth
33	18	17	298	0	only
33	18	18	12	0	half
33	18	19	96	1	that
33	18	20	0	0	now
33	19	0	420	0	UNK
33	19	1	447	0	They
33	19	2	1449	0	believe
33	19	3	16	0	ah
33	19	4	23	0	it
33	19	5	28	0	will
33	19	6	2262	0	be
33	19	7	55	0	always
33	19	8	231	0	up
33	19	9	55	0	going
33	19	10	6	0	up
33	19	11	55	0	and
33	19	12	1449	0	up
33	19	13	7687	0	ah
33	19	14	0	0	forever
33	20	0	2852	0	UNK
33	20	1	447	0	Nobody
33	20	2	50	0	believe
33	20	3	104	0	this
33	20	4	47	0	any
33	20	5	0	0	more
33	21	0	1483	0	UNK
33	21	1	89	0	Of
33	21	2	2	0	all
33	21	3	572	0	of
33	21	4	7	0	Asia
33	21	5	3029	0	's
33	21	6	0	0	economies
33	21	7	925	0	UNK
33	21	8	953	0	Hong
33	21	9	13	0	Kong
33	21	10	1	0	is
33	21	11	134	0	the
33	21	12	1938	0	most
33	21	13	0	0	robust
33	22	0	76	0	UNK
33	22	1	5	0	But
33	22	2	1	1	in
33	22	3	244	1	the
33	22	4	130	1	past
33	22	5	94	1	three
33	22	6	0	0	months
33	22	7	419	0	UNK
33	22	8	32	0	stocks
33	22	9	1816	0	have
33	22	10	0	0	plunged
33	22	11	176	0	UNK
33	22	12	493	0	interest
33	22	13	32	0	rates
33	22	14	890	0	have
33	22	15	6	0	soared
33	22	16	1	0	and
33	22	17	1892	0	the
33	22	18	89	0	downturn
33	22	19	1162	0	all
33	22	20	572	0	across
33	22	21	512	0	Asia
33	22	22	12	0	means
33	22	23	122	0	that
33	22	24	30	0	people
33	22	25	63	0	are
33	22	26	811	0	not
33	22	27	395	0	spending
33	22	28	0	0	here
33	23	0	4882	0	UNK
33	23	1	30	0	Hotels
33	23	2	163	0	are
33	23	3	2189	0	only
33	23	4	193	0	thirty
33	23	5	899	0	percent
33	23	6	0	0	full
33	24	0	1666	0	UNK
33	24	1	209	0	You
33	24	2	560	0	can
33	24	3	2510	0	get
33	24	4	193	0	seventy
33	24	5	3107	0	percent
33	24	6	24	0	discounts
33	24	7	1	0	at
33	24	8	2703	0	the
33	24	9	7208	0	shopping
33	24	10	0	0	malls
33	25	0	3351	0	UNK
33	25	1	448	0	Three
33	25	2	360	0	thousand
33	25	3	6040	0	dollar
33	25	4	10	0	pearls
33	25	5	514	0	for
33	25	6	411	0	eight
33	25	7	416	0	hundred
33	25	8	0	0	dollars
33	26	0	102	0	UNK
33	26	1	67	0	A
33	26	2	411	0	two
33	26	3	360	0	hundred
33	26	4	7182	0	dollar
33	26	5	5385	0	wool
33	26	6	10	0	jacket
33	26	7	2812	0	for
33	26	8	416	0	fifty
33	26	9	0	0	dollars
33	27	0	878	0	UNK
33	27	1	0	0	Still
33	27	2	148	0	UNK
33	27	3	30	0	there
33	27	4	414	0	are
33	27	5	1068	0	few
33	27	6	0	0	buyers
33	28	0	196	0	UNK
33	28	1	24	0	And
33	28	2	1	0	at
33	28	3	353	0	the
33	28	4	2405	0	big
33	28	5	3322	0	brokerage
33	28	6	0	0	houses
33	28	7	78	0	UNK
33	28	8	1959	1	after
33	28	9	91	1	ten
33	28	10	2	0	years
33	28	11	2137	0	of
33	28	12	0	0	boom
33	28	13	49	0	UNK
33	28	14	377	0	they
33	28	15	1841	0	're
33	28	16	35	0	talking
33	28	17	3015	0	about
33	28	18	0	0	layoffs
33	29	0	95	0	UNK
33	29	1	264	0	I
33	29	2	12	0	think
33	29	3	1	0	that
33	29	4	7523	0	the
33	29	5	13	0	mood
33	29	6	1609	0	is
33	29	7	5671	0	fairly
33	29	8	0	0	gloomy
33	29	9	6	0	UNK
33	29	10	95	0	and
33	29	11	264	0	I
33	29	12	16	0	think
33	29	13	7	0	it
33	29	14	63	0	's
33	29	15	231	0	not
33	29	16	3	0	going
33	29	17	410	0	to
33	29	18	10	0	change
33	29	19	4	1	for
33	29	20	2544	1	a
33	29	21	2	1	couple
33	29	22	91	1	of
33	29	23	0	0	years
33	30	0	840	0	UNK
33	30	1	10	0	So
33	30	2	925	0	for
33	30	3	953	0	Hong
33	30	4	0	0	Kong
33	30	5	16	0	UNK
33	30	6	7	0	it
33	30	7	152	0	's
33	30	8	0	0	time
33	30	9	26	0	UNK
33	30	10	322	0	as
33	30	11	2438	0	investment
33	30	12	577	0	bankers
33	30	13	3	0	like
33	30	14	121	0	to
33	30	15	0	0	say
33	30	16	3	0	UNK
33	30	17	3994	0	to
33	30	18	0	0	reposition
33	31	0	2370	0	UNK
33	31	1	664	0	To
33	31	2	547	0	either
33	31	3	19	0	hold
33	31	4	2835	0	on
33	31	5	20	0	tight
33	31	6	560	0	or
33	31	7	113	0	get
33	31	8	0	0	out
33	31	9	26	0	UNK
33	31	10	253	0	as
33	31	11	2	0	much
33	31	12	572	0	of
33	31	13	6338	0	Asia
33	31	14	88	0	goes
33	31	15	5139	0	into
33	31	16	0	0	recession
33	32	0	1026	0	UNK
33	32	1	3417	0	Jim
33	32	2	0	0	Laurie
33	32	3	819	0	UNK
33	32	4	849	0	ABC
33	32	5	0	0	News
33	32	6	925	0	UNK
33	32	7	953	0	Hong
33	32	8	0	0	Kong
60	0	0	37	0	UNK
60	0	1	527	0	In
60	0	2	200	1	Washington
60	0	3	0	0	today
60	0	4	1	0	UNK
60	0	5	508	0	the
60	0	6	6139	0	Federal
60	0	7	3400	0	Aviation
60	0	8	1764	0	Administration
60	0	9	708	0	released
60	0	10	1694	0	air
60	0	11	357	0	traffic
60	0	12	4953	0	control
60	0	13	14	0	tapes
60	0	14	1	0	from
60	0	15	1819	0	the
60	0	16	1	0	night
60	0	17	937	0	the
60	0	18	5485	0	TWA
60	0	19	514	0	Flight
60	0	20	411	0	eight
60	0	21	1197	0	hundred
60	0	22	99	0	went
60	0	23	0	0	down
60	1	0	335	0	UNK
60	1	1	7	0	There
60	1	2	1225	0	's
60	1	3	59	0	nothing
60	1	4	19	0	new
60	1	5	1877	0	on
60	1	6	1	0	why
60	1	7	1760	0	the
60	1	8	4364	0	plane
60	1	9	0	0	exploded
60	1	10	56	0	UNK
60	1	11	257	0	but
60	1	12	1639	0	you
60	1	13	5049	0	cannot
60	1	14	1	0	miss
60	1	15	1548	0	the
60	1	16	0	0	moment
60	2	0	819	0	UNK
60	2	1	7	0	ABC
60	2	2	1730	0	's
60	2	3	3432	0	Lisa
60	2	4	25	0	Stark
60	2	5	47	0	has
60	2	6	0	0	more
60	3	0	335	0	UNK
60	3	1	27	0	There
60	3	2	107	0	was
60	3	3	3742	0	no
60	3	4	2	0	hint
60	3	5	1252	0	of
60	3	6	5	0	trouble
60	3	7	1	0	in
60	3	8	66	0	the
60	3	9	3855	0	last
60	3	10	221	0	conversation
60	3	11	3068	0	between
60	3	12	6	0	controllers
60	3	13	937	0	and
60	3	14	1944	0	TWA
60	3	15	1971	0	pilot
60	3	16	6378	0	Steven
60	3	17	937	0	Snyder
60	3	18	514	0	TWA
60	3	19	411	0	eight
60	3	20	3398	0	hundred
60	3	21	1021	0	climb
60	3	22	80	0	maintain
60	3	23	256	0	one
60	3	24	448	0	five
60	3	25	0	0	thousand
60	4	0	937	0	UNK
60	4	1	7	0	TWA
60	4	2	514	0	's
60	4	3	411	0	eight
60	4	4	1190	0	hundred
60	4	5	3398	0	heavy
60	4	6	6	0	climb
60	4	7	1021	0	and
60	4	8	80	0	maintain
60	4	9	256	0	one
60	4	10	448	0	five
60	4	11	7639	0	thousand
60	4	12	130	0	leavin-
60	4	13	448	0	three
60	4	14	0	0	thousand
60	5	0	76	0	UNK
60	5	1	4	0	But
60	5	2	5899	1	a
60	5	3	6	1	minute
60	5	4	4	1	and
60	5	5	298	1	a
60	5	6	504	0	half
60	5	7	0	0	later
60	5	8	4	0	UNK
60	5	9	1944	0	a
60	5	10	14	0	pilot
60	5	11	4	0	from
60	5	12	1702	0	a
60	5	13	1947	0	nearby
60	5	14	609	0	flight
60	5	15	5	0	calls
60	5	16	0	0	in
60	6	0	2949	0	UNK
60	6	1	0	0	Ah
60	6	2	100	0	UNK
60	6	3	190	0	we
60	6	4	1797	0	just
60	6	5	29	0	saw
60	6	6	3856	0	an
60	6	7	55	0	explosion
60	6	8	3282	0	up
60	6	9	2	0	ahead
60	6	10	900	0	of
60	6	11	395	0	us
60	6	12	35	0	here
60	6	13	7308	0	about
60	6	14	448	0	sixteen
60	6	15	1941	0	thousand
60	6	16	20	0	feet
60	6	17	1650	0	or
60	6	18	577	0	something
60	6	19	12	0	like
60	6	20	0	0	that
60	7	0	111	0	UNK
60	7	1	190	0	It
60	7	2	1197	0	just
60	7	3	99	0	went
60	7	4	0	0	down
60	8	0	11	0	UNK
60	8	1	3358	0	The
60	8	2	24	0	controller
60	8	3	1284	0	at
60	8	4	1895	0	Boston
60	8	5	6032	0	center
60	8	6	3	0	tries
60	8	7	932	0	to
60	8	8	937	0	raise
60	8	9	514	0	TWA
60	8	10	411	0	eight
60	8	11	0	0	hundred
60	9	0	937	0	UNK
60	9	1	514	0	TWA
60	9	2	411	0	eight
60	9	3	0	0	hundred
60	9	4	120	0	UNK
60	9	5	257	0	if
60	9	6	2238	0	you
60	9	7	1895	0	hear
60	9	8	0	0	center
60	9	9	5997	0	UNK
60	9	10	0	0	ident
60	10	0	335	0	UNK
60	10	1	13	0	There
60	10	2	107	0	is
60	10	3	732	0	no
60	10	4	0	0	response
60	11	0	2581	0	UNK
60	11	1	0	0	Later
60	11	2	1	0	UNK
60	11	3	3358	0	the
60	11	4	7916	0	controller
60	11	5	1	0	asks
60	11	6	7617	0	the
60	11	7	1944	0	Eastwind
60	11	8	10	0	pilot
60	11	9	47	0	for
60	11	10	924	0	more
60	11	11	0	0	details
60	12	0	2949	0	UNK
60	12	1	5405	0	Ah
60	12	2	0	0	yes
60	12	3	4089	0	UNK
60	12	4	0	0	sir
60	13	0	4425	0	UNK
60	13	1	111	0	It-
60	13	2	190	0	It
60	13	3	7213	0	just
60	13	4	55	0	blew
60	13	5	5	0	up
60	13	6	1	0	in
60	13	7	708	0	the
60	13	8	0	0	air
60	13	9	6	0	UNK
60	13	10	551	0	and
60	13	11	100	0	then
60	13	12	1797	0	we
60	13	13	67	0	saw
60	13	14	6503	0	two
60	13	15	519	0	fireballs
60	13	16	99	0	go
60	13	17	3	0	down
60	13	18	1	0	to
60	13	19	0	0	the
60	13	20	3	0	UNK
60	13	21	1	0	to
60	13	22	1933	0	the
60	13	23	0	0	water
60	13	24	6	0	UNK
60	13	25	148	0	and
60	13	26	27	0	there
60	13	27	4	0	was
60	13	28	353	0	a
60	13	29	438	0	big
60	13	30	0	0	small
60	13	31	1449	0	UNK
60	13	32	0	0	ah
60	13	33	4321	0	UNK
60	13	34	0	0	smoke
60	13	35	14	0	UNK
60	13	36	1449	0	from
60	13	37	0	0	ah
60	13	38	555	0	UNK
60	13	39	55	0	coming
60	13	40	14	0	up
60	13	41	12	0	from
60	13	42	0	0	that
60	14	0	305	0	UNK
60	14	1	80	0	At
60	14	2	759	0	one
60	14	3	0	0	point
60	14	4	85	0	UNK
60	14	5	16	0	when
60	14	6	952	0	it
60	14	7	1452	0	became
60	14	8	3068	0	clear
60	14	9	106	0	controllers
60	14	10	63	0	could
60	14	11	5702	0	not
60	14	12	1	0	contact
60	14	13	1760	0	the
60	14	14	0	0	plane
60	14	15	1872	0	UNK
60	14	16	9	0	someone
60	14	17	4	0	said
60	14	18	5092	0	a
60	14	19	0	0	prayer
60	15	0	937	0	UNK
60	15	1	514	0	TWA
60	15	2	411	0	eight
60	15	3	0	0	hundred
60	15	4	1895	0	UNK
60	15	5	95	0	center
60	15	6	264	0	I
60	15	7	12	0	think
60	15	8	27	0	that
60	15	9	425	0	was
60	15	10	0	0	him
60	16	0	95	0	UNK
60	16	1	264	0	I
60	16	2	184	0	think
60	16	3	0	0	so
60	17	0	1830	0	UNK
60	17	1	6773	0	God
60	17	2	425	0	bless
60	17	3	0	0	him
60	18	0	1730	0	UNK
60	18	1	3432	0	Lisa
60	18	2	819	0	Stark
60	18	3	168	0	ABC
60	18	4	527	0	news
52	0	0	3741	0	Washington
52	0	1	200	1	Finally
52	0	2	0	0	today
52	0	3	100	0	UNK
52	0	4	6913	0	we
52	0	5	12	0	learned
52	0	6	1	0	that
52	0	7	692	0	the
52	0	8	689	0	space
52	0	9	25	0	agency
52	0	10	2031	0	has
52	0	11	898	0	finally
52	0	12	4	0	taken
52	0	13	646	0	a
52	0	14	3065	0	giant
52	0	15	2093	0	leap
52	0	16	0	0	forward
52	1	0	1194	0	UNK
52	1	1	2136	0	Air
52	1	2	4656	0	Force
52	1	3	2379	0	Lieutenant
52	1	4	3773	0	Colonel
52	1	5	1868	0	Eileen
52	1	6	23	0	Collins
52	1	7	28	0	will
52	1	8	491	0	be
52	1	9	1488	0	named
52	1	10	2	0	commander
52	1	11	1	0	of
52	1	12	4382	0	the
52	1	13	5776	0	Space
52	1	14	237	0	Shuttle
52	1	15	10	0	Columbia
52	1	16	4	0	for
52	1	17	3007	0	a
52	1	18	5	0	mission
52	1	19	963	1	in
52	1	20	0	0	December
52	2	0	2379	0	UNK
52	2	1	1868	0	Colonel
52	2	2	25	0	Collins
52	2	3	42	0	has
52	2	4	1	0	been
52	2	5	3355	0	the
52	2	6	199	0	co-pilot
52	2	7	0	0	before
52	2	8	56	0	UNK
52	2	9	50	0	but
52	2	10	152	0	this
52	2	11	341	0	time
52	2	12	7	0	she
52	2	13	1	0	's
52	2	14	4947	0	the
52	2	15	0	0	boss
52	3	0	3035	0	UNK
52	3	1	7	0	Here
52	3	2	819	0	's
52	3	3	7	0	ABC
52	3	4	3113	0	's
52	3	5	3020	0	Ned
52	3	6	0	0	Potter
52	4	0	1159	0	UNK
52	4	1	67	0	Even
52	4	2	411	0	two
52	4	3	1131	0	hundred
52	4	4	55	0	miles
52	4	5	5	0	up
52	4	6	692	0	in
52	4	7	0	0	space
52	4	8	148	0	UNK
52	4	9	25	0	there
52	4	10	42	0	has
52	4	11	4	0	been
52	4	12	2234	0	a
52	4	13	5608	0	glass
52	4	14	0	0	ceiling
52	5	0	111	0	UNK
52	5	1	1913	0	It
52	5	2	38	0	wasn
52	5	3	197	0	't
52	5	4	906	1	until
52	5	5	91	1	twenty
52	5	6	78	0	years
52	5	7	1	0	after
52	5	8	132	0	the
52	5	9	2372	0	first
52	5	10	58	0	astronauts
52	5	11	3707	0	were
52	5	12	12	0	chosen
52	5	13	1384	0	that
52	5	14	2031	0	NASA
52	5	15	550	0	finally
52	5	16	389	0	included
52	5	17	347	0	six
52	5	18	0	0	women
52	5	19	6	0	UNK
52	5	20	49	0	and
52	5	21	58	0	they
52	5	22	89	0	were
52	5	23	6855	0	all
52	5	24	0	0	scientists
52	5	25	63	0	UNK
52	5	26	3639	0	not
52	5	27	0	0	pilots
52	6	0	1011	0	UNK
52	6	1	2046	0	No
52	6	2	25	0	woman
52	6	3	1468	0	has
52	6	4	42	0	actually
52	6	5	5	0	been
52	6	6	295	0	in
52	6	7	2	0	charge
52	6	8	4	0	of
52	6	9	3007	0	a
52	6	10	197	0	mission
52	6	11	96	1	until
52	6	12	0	0	now
52	7	0	3201	0	UNK
52	7	1	1	0	Just
52	7	2	1319	0	the
52	7	3	12	0	fact
52	7	4	100	0	that
52	7	5	0	0	we
52	7	6	766	0	UNK
52	7	7	860	0	re
52	7	8	1	0	doing
52	7	9	971	0	the
52	7	10	12	0	job
52	7	11	100	0	that
52	7	12	0	0	we
52	7	13	766	0	UNK
52	7	14	860	0	re
52	7	15	1172	0	doing
52	7	16	900	0	makes
52	7	17	817	0	us
52	7	18	5029	0	role
52	7	19	0	0	models
52	8	0	313	0	UNK
52	8	1	27	0	That
52	8	2	3773	0	was
52	8	3	1868	0	Eileen
52	8	4	0	0	Collins
52	8	5	78	0	UNK
52	8	6	341	0	after
52	8	7	4028	0	she
52	8	8	26	0	flew
52	8	9	1	0	as
52	8	10	132	0	the
52	8	11	2739	0	first
52	8	12	3355	0	ever
52	8	13	0	0	co-pilot
52	9	0	3788	0	UNK
52	9	1	1488	0	Being
52	9	2	13	0	commander
52	9	3	1862	0	is
52	9	4	0	0	different
52	10	0	111	0	UNK
52	10	1	512	0	It
52	10	2	7734	0	means
52	10	3	1	0	supervising
52	10	4	1166	0	the
52	10	5	2	0	rest
52	10	6	1	0	of
52	10	7	1663	0	the
52	10	8	5	0	crew
52	10	9	3090	0	in
52	10	10	6	0	training
52	10	11	3028	0	and
52	10	12	242	0	leading
52	10	13	5	0	them
52	10	14	1947	0	in
52	10	15	0	0	flight
52	11	0	111	0	UNK
52	11	1	13	0	It
52	11	2	0	0	is
52	11	3	5	0	UNK
52	11	4	1212	0	in
52	11	5	0	0	short
52	11	6	1	0	UNK
52	11	7	1677	0	the
52	11	8	2	0	kind
52	11	9	331	0	of
52	11	10	971	0	management
52	11	11	167	0	job
52	11	12	158	0	many
52	11	13	347	0	American
52	11	14	121	0	women
52	11	15	49	0	say
52	11	16	1081	0	they
52	11	17	46	0	've
52	11	18	3	0	had
52	11	19	1271	0	to
52	11	20	10	0	fight
52	11	21	0	0	for
52	12	0	37	0	UNK
52	12	1	692	0	In
52	12	2	0	0	space
52	12	3	86	0	UNK
52	12	4	121	0	some
52	12	5	3326	0	say
52	12	6	3639	0	female
52	12	7	58	0	pilots
52	12	8	325	0	were
52	12	9	55	0	held
52	12	10	197	0	up
52	12	11	96	1	until
52	12	12	21	0	now
52	12	13	1	0	by
52	12	14	1912	0	the
52	12	15	2	0	lack
52	12	16	7926	0	of
52	12	17	1783	0	piloting
52	12	18	10	0	opportunities
52	12	19	242	0	for
52	12	20	5	0	them
52	12	21	1	0	in
52	12	22	170	0	the
52	12	23	0	0	military
52	13	0	1358	0	UNK
52	13	1	2379	0	Once
52	13	2	1868	0	Colonel
52	13	3	27	0	Collins
52	13	4	3103	0	was
52	13	5	26	0	picked
52	13	6	4	0	as
52	13	7	1384	0	a
52	13	8	1636	0	NASA
52	13	9	0	0	astronaut
52	13	10	341	0	UNK
52	13	11	654	0	she
52	13	12	4	0	followed
52	13	13	2357	0	a
52	13	14	7444	0	normal
52	13	15	276	0	progression
52	13	16	1384	0	within
52	13	17	0	0	NASA
52	14	0	2852	0	UNK
52	14	1	5909	0	Nobody
52	14	2	468	0	hurried
52	14	3	55	0	her
52	14	4	0	0	up
52	15	0	1011	0	UNK
52	15	1	80	0	No
52	15	2	325	0	one
52	15	3	468	0	held
52	15	4	174	0	her
52	15	5	0	0	back
52	16	0	2439	0	UNK
52	16	1	1384	0	Many
52	16	2	6999	0	NASA
52	16	3	121	0	watchers
52	16	4	3326	0	say
52	16	5	2372	0	female
52	16	6	32	0	astronauts
52	16	7	383	0	have
52	16	8	207	0	become
52	16	9	2	0	part
52	16	10	1	0	of
52	16	11	689	0	the
52	16	12	7	0	agency
52	16	13	6221	0	's
52	16	14	0	0	routine
52	17	0	76	0	UNK
52	17	1	49	0	But
52	17	2	249	0	they
52	17	3	32	0	still
52	17	4	6258	0	have
52	17	5	55	0	catching
52	17	6	3	0	up
52	17	7	150	0	to
52	17	8	67	0	do
52	17	9	411	0	two
52	17	10	6	0	hundred
52	17	11	2189	0	and
52	17	12	316	0	thirty
52	17	13	467	0	four
52	17	14	32	0	Americans
52	17	15	3829	0	have
52	17	16	5	0	flown
52	17	17	692	0	in
52	17	18	0	0	space
